#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.			/#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.__cds_from_genomic.fna.gz
# assembly_accession	organism_name	species_taxid	ftp_path/# assembly_accession_asm_name_cds_from_genomic.fna.gz
GCF_007990345.1	Gossypium hirsutum	3635	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/990/345/GCF_007990345.1_Gossypium_hirsutum_v2.1/GCF_007990345.1_Gossypium_hirsutum_v2.1_cds_from_genomic.fna.gz
GCF_000208745.1	Theobroma cacao	3641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/745/GCF_000208745.1_Criollo_cocoa_genome_V2/GCF_000208745.1_Criollo_cocoa_genome_V2_cds_from_genomic.fna.gz
GCF_000150535.2	Carica papaya	3649	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/535/GCF_000150535.2_Papaya1.0/GCF_000150535.2_Papaya1.0_cds_from_genomic.fna.gz
GCF_000313045.1	Cucumis melo	3656	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/045/GCF_000313045.1_ASM31304v1/GCF_000313045.1_ASM31304v1_cds_from_genomic.fna.gz
GCF_000004075.3	Cucumis sativus	3659	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/075/GCF_000004075.3_Cucumber_9930_V3/GCF_000004075.3_Cucumber_9930_V3_cds_from_genomic.fna.gz
GCF_002738345.1	Cucurbita maxima	3661	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/738/345/GCF_002738345.1_Cmax_1.0/GCF_002738345.1_Cmax_1.0_cds_from_genomic.fna.gz
GCF_002738365.1	Cucurbita moschata	3662	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/738/365/GCF_002738365.1_Cmos_1.0/GCF_002738365.1_Cmos_1.0_cds_from_genomic.fna.gz
GCF_002806865.1	Cucurbita pepo subsp. pepo	3663	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/806/865/GCF_002806865.1_ASM280686v2/GCF_002806865.1_ASM280686v2_cds_from_genomic.fna.gz
GCF_001995035.1	Momordica charantia	3673	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/995/035/GCF_001995035.1_ASM199503v1/GCF_001995035.1_ASM199503v1_cds_from_genomic.fna.gz
GCF_000002775.4	Populus trichocarpa	3694	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/775/GCF_000002775.4_Pop_tri_v3/GCF_000002775.4_Pop_tri_v3_cds_from_genomic.fna.gz
GCF_000001735.4	Arabidopsis thaliana	3702	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/735/GCF_000001735.4_TAIR10.1/GCF_000001735.4_TAIR10.1_cds_from_genomic.fna.gz
GCF_000686985.2	Brassica napus	3708	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/985/GCF_000686985.2_Bra_napus_v2.0/GCF_000686985.2_Bra_napus_v2.0_cds_from_genomic.fna.gz
GCF_000309985.2	Brassica rapa	3711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/985/GCF_000309985.2_CAAS_Brap_v3.01/GCF_000309985.2_CAAS_Brap_v3.01_cds_from_genomic.fna.gz
GCF_000801105.1	Raphanus sativus	3726	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/105/GCF_000801105.1_Rs1.0/GCF_000801105.1_Rs1.0_cds_from_genomic.fna.gz
GCF_002114115.1	Malus domestica	3750	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/115/GCF_002114115.1_ASM211411v1/GCF_002114115.1_ASM211411v1_cds_from_genomic.fna.gz
GCF_902201215.1	Prunus dulcis	3755	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/201/215/GCF_902201215.1_ALMONDv2/GCF_902201215.1_ALMONDv2_cds_from_genomic.fna.gz
GCF_000346465.2	Prunus persica	3760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/465/GCF_000346465.2_Prunus_persica_NCBIv2/GCF_000346465.2_Prunus_persica_NCBIv2_cds_from_genomic.fna.gz
GCF_003935025.1	Abrus precatorius	3816	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/935/025/GCF_003935025.1_Abrus_2018/GCF_003935025.1_Abrus_2018_cds_from_genomic.fna.gz
GCF_003086295.2	Arachis hypogaea	3818	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3/GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3_cds_from_genomic.fna.gz
GCF_000340665.1	Cajanus cajan	3821	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/665/GCF_000340665.1_C.cajan_V1.0/GCF_000340665.1_C.cajan_V1.0_cds_from_genomic.fna.gz
GCF_000331145.1	Cicer arietinum	3827	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.1_ASM33114v1/GCF_000331145.1_ASM33114v1_cds_from_genomic.fna.gz
GCF_000004515.6	Glycine max	3847	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/515/GCF_000004515.6_Glycine_max_v4.0/GCF_000004515.6_Glycine_max_v4.0_cds_from_genomic.fna.gz
GCF_004193775.1	Glycine soja	3848	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/193/775/GCF_004193775.1_ASM419377v2/GCF_004193775.1_ASM419377v2_cds_from_genomic.fna.gz
GCF_001865875.1	Lupinus angustifolius	3871	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/875/GCF_001865875.1_LupAngTanjil_v1.0/GCF_001865875.1_LupAngTanjil_v1.0_cds_from_genomic.fna.gz
GCF_003473485.1	Medicago truncatula	3880	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/473/485/GCF_003473485.1_MtrunA17r5.0-ANR/GCF_003473485.1_MtrunA17r5.0-ANR_cds_from_genomic.fna.gz
GCF_000499845.1	Phaseolus vulgaris	3885	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/845/GCF_000499845.1_PhaVulg1_0/GCF_000499845.1_PhaVulg1_0_cds_from_genomic.fna.gz
GCF_001190045.1	Vigna angularis	3914	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/045/GCF_001190045.1_Vigan1.1/GCF_001190045.1_Vigan1.1_cds_from_genomic.fna.gz
GCF_000741045.1	Vigna radiata var. radiata	157791	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/045/GCF_000741045.1_Vradiata_ver6/GCF_000741045.1_Vradiata_ver6_cds_from_genomic.fna.gz
GCF_004118075.1	Vigna unguiculata	3917	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/118/075/GCF_004118075.1_ASM411807v1/GCF_004118075.1_ASM411807v1_cds_from_genomic.fna.gz
GCF_001654055.1	Hevea brasiliensis	3981	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/055/GCF_001654055.1_ASM165405v1/GCF_001654055.1_ASM165405v1_cds_from_genomic.fna.gz
GCF_001659605.2	Manihot esculenta	3983	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/605/GCF_001659605.2_M.esculenta_v8/GCF_001659605.2_M.esculenta_v8_cds_from_genomic.fna.gz
GCF_000151685.1	Ricinus communis	3988	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/685/GCF_000151685.1_JCVI_RCG_1.1/GCF_000151685.1_JCVI_RCG_1.1_cds_from_genomic.fna.gz
GCF_000710875.1	Capsicum annuum	4072	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/875/GCF_000710875.1_Pepper_Zunla_1_Ref_v1.0/GCF_000710875.1_Pepper Zunla 1 Ref_v1.0_cds_from_genomic.fna.gz
GCF_000188115.4	Solanum lycopersicum	4081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/115/GCF_000188115.4_SL3.0/GCF_000188115.4_SL3.0_cds_from_genomic.fna.gz
GCF_000393655.1	Nicotiana sylvestris	4096	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/393/655/GCF_000393655.1_Nsyl/GCF_000393655.1_Nsyl_cds_from_genomic.fna.gz
GCF_000715135.1	Nicotiana tabacum	4097	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/135/GCF_000715135.1_Ntab-TN90/GCF_000715135.1_Ntab-TN90_cds_from_genomic.fna.gz
GCF_000390325.2	Nicotiana tomentosiformis	4098	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/325/GCF_000390325.2_Ntom_v01/GCF_000390325.2_Ntom_v01_cds_from_genomic.fna.gz
GCF_000226075.1	Solanum tuberosum	4113	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/075/GCF_000226075.1_SolTub_3.0/GCF_000226075.1_SolTub_3.0_cds_from_genomic.fna.gz
GCF_000504015.1	Erythranthe guttata	4155	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/015/GCF_000504015.1_Mimgu1_0/GCF_000504015.1_Mimgu1_0_cds_from_genomic.fna.gz
GCF_000512975.1	Sesamum indicum	4182	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/975/GCF_000512975.1_S_indicum_v1.0/GCF_000512975.1_S_indicum_v1.0_cds_from_genomic.fna.gz
GCF_002127325.2	Helianthus annuus	4232	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE/GCF_002127325.2_HanXRQr2.0-SUNRISE_cds_from_genomic.fna.gz
GCF_002870075.2	Lactuca sativa	4236	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.2_Lsat_Salinas_v7/GCF_002870075.2_Lsat_Salinas_v7_cds_from_genomic.fna.gz
GCF_000365185.1	Nelumbo nucifera	4432	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/185/GCF_000365185.1_Chinese_Lotus_1.1/GCF_000365185.1_Chinese Lotus 1.1_cds_from_genomic.fna.gz
GCF_004153795.1	Camellia sinensis	4442	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/153/795/GCF_004153795.1_AHAU_CSS_1/GCF_004153795.1_AHAU_CSS_1_cds_from_genomic.fna.gz
GCF_000231095.2	Oryza brachyantha	4533	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/095/GCF_000231095.2_ObraRS2/GCF_000231095.2_ObraRS2_cds_from_genomic.fna.gz
GCF_000263155.2	Setaria italica	4555	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/155/GCF_000263155.2_Setaria_italica_v2.0/GCF_000263155.2_Setaria_italica_v2.0_cds_from_genomic.fna.gz
GCF_005286985.1	Setaria viridis	4556	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/286/985/GCF_005286985.1_Setaria_viridis_v2.0/GCF_005286985.1_Setaria_viridis_v2.0_cds_from_genomic.fna.gz
GCF_000003195.3	Sorghum bicolor	4558	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/195/GCF_000003195.3_Sorghum_bicolor_NCBIv3/GCF_000003195.3_Sorghum_bicolor_NCBIv3_cds_from_genomic.fna.gz
GCF_018294505.1	Triticum aestivum	4565	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/294/505/GCF_018294505.1_IWGSC_CS_RefSeq_v2.1/GCF_018294505.1_IWGSC CS RefSeq v2.1_cds_from_genomic.fna.gz
GCF_902167145.1	Zea mays	4577	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/167/145/GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0/GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0_cds_from_genomic.fna.gz
GCF_001540865.1	Ananas comosus	4615	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/540/865/GCF_001540865.1_ASM154086v1/GCF_001540865.1_ASM154086v1_cds_from_genomic.fna.gz
GCF_001876935.1	Asparagus officinalis	4686	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/935/GCF_001876935.1_Aspof.V1/GCF_001876935.1_Aspof.V1_cds_from_genomic.fna.gz
GCF_000471905.2	Amborella trichopoda	13333	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/905/GCF_000471905.2_AMTR1.0/GCF_000471905.2_AMTR1.0_cds_from_genomic.fna.gz
GCF_003713225.1	Coffea arabica	13443	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/713/225/GCF_003713225.1_Cara_1.0/GCF_003713225.1_Cara_1.0_cds_from_genomic.fna.gz
GCF_000005505.3	Brachypodium distachyon	15368	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/505/GCF_000005505.3_Brachypodium_distachyon_v3.0/GCF_000005505.3_Brachypodium_distachyon_v3.0_cds_from_genomic.fna.gz
GCF_007655135.1	Punica granatum	22663	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/655/135/GCF_007655135.1_ASM765513v2/GCF_007655135.1_ASM765513v2_cds_from_genomic.fna.gz
GCF_001406875.1	Solanum pennellii	28526	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/406/875/GCF_001406875.1_SPENNV200/GCF_001406875.1_SPENNV200_cds_from_genomic.fna.gz
GCF_000463585.1	Tarenaya hassleriana	28532	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/585/GCF_000463585.1_ASM46358v1/GCF_000463585.1_ASM46358v1_cds_from_genomic.fna.gz
GCF_000612285.1	Gossypium arboreum	29729	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/285/GCF_000612285.1_Gossypium_arboreum_v1.0/GCF_000612285.1_Gossypium_arboreum_v1.0_cds_from_genomic.fna.gz
GCF_000327365.1	Gossypium raimondii	29730	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/365/GCF_000327365.1_Graimondii2_0/GCF_000327365.1_Graimondii2_0_cds_from_genomic.fna.gz
GCF_000003745.3	Vitis vinifera	29760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/745/GCF_000003745.3_12X/GCF_000003745.3_12X_cds_from_genomic.fna.gz
GCF_011075055.1	Mangifera indica	29780	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/075/055/GCF_011075055.1_CATAS_Mindica_2.1/GCF_011075055.1_CATAS_Mindica_2.1_cds_from_genomic.fna.gz
GCF_018687715.1	Carya illinoinensis	32201	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/687/715/GCF_018687715.1_C.illinoinensisPawnee_v1/GCF_018687715.1_C.illinoinensisPawnee_v1_cds_from_genomic.fna.gz
GCF_001879475.1	Ipomoea nil	35883	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/475/GCF_001879475.1_Asagao_1.1/GCF_001879475.1_Asagao_1.1_cds_from_genomic.fna.gz
GCF_003576645.1	Ipomoea triloba	35885	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/576/645/GCF_003576645.1_ASM357664v1/GCF_003576645.1_ASM357664v1_cds_from_genomic.fna.gz
GCF_016808335.1	Panicum virgatum	38727	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/808/335/GCF_016808335.1_P.virgatum_v5/GCF_016808335.1_P.virgatum_v5_cds_from_genomic.fna.gz
GCF_001433935.1	Oryza sativa Japonica Group	4530	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/935/GCF_001433935.1_IRGSP-1.0/GCF_001433935.1_IRGSP-1.0_cds_from_genomic.fna.gz
GCF_002220235.1	Bathycoccus prasinos	41875	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/235/GCF_002220235.1_ASM222023v1/GCF_002220235.1_ASM222023v1_cds_from_genomic.fna.gz
GCF_002207925.1	Prunus avium	42229	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/207/925/GCF_002207925.1_PAV_r1.0/GCF_002207925.1_PAV_r1.0_cds_from_genomic.fna.gz
GCF_009389715.1	Phoenix dactylifera	42345	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/389/715/GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p/GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p_cds_from_genomic.fna.gz
GCF_005239225.1	Populus alba	43335	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/239/225/GCF_005239225.1_ASM523922v1/GCF_005239225.1_ASM523922v1_cds_from_genomic.fna.gz
GCF_003713205.1	Coffea eugenioides	49369	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/713/205/GCF_003713205.1_Ceug_1.0/GCF_003713205.1_Ceug_1.0_cds_from_genomic.fna.gz
GCF_001879085.1	Nicotiana attenuata	49451	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/085/GCF_001879085.1_NIATTr2/GCF_001879085.1_NIATTr2_cds_from_genomic.fna.gz
GCF_001411555.2	Juglans regia	51240	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/411/555/GCF_001411555.2_Walnut_2.0/GCF_001411555.2_Walnut 2.0_cds_from_genomic.fna.gz
GCF_000442705.1	Elaeis guineensis	51953	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/705/GCF_000442705.1_EG5/GCF_000442705.1_EG5_cds_from_genomic.fna.gz
GCF_018873765.1	Telopea speciosissima	54955	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/873/765/GCF_018873765.1_Tspe_v1/GCF_018873765.1_Tspe_v1_cds_from_genomic.fna.gz
GCF_008641045.1	Pistacia vera	55513	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/641/045/GCF_008641045.1_PisVer_v2/GCF_008641045.1_PisVer_v2_cds_from_genomic.fna.gz
GCF_009730915.1	Dioscorea cayenensis subsp. rotundata	29710	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/915/GCF_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta/GCF_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22 25.fasta_cds_from_genomic.fna.gz
GCF_020283565.1	Trifolium pratense	57577	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/283/565/GCF_020283565.1_ARS_RC_1.1/GCF_020283565.1_ARS_RC_1.1_cds_from_genomic.fna.gz
GCF_002906115.1	Quercus suber	58331	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/115/GCF_002906115.1_CorkOak1.0/GCF_002906115.1_CorkOak1.0_cds_from_genomic.fna.gz
GCF_001531365.1	Cynara cardunculus var. scolymus	4265	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/531/365/GCF_001531365.1_CcrdV1/GCF_001531365.1_CcrdV1_cds_from_genomic.fna.gz
GCF_013358625.1	Macadamia integrifolia	60698	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/358/625/GCF_013358625.1_SCU_Mint_v3/GCF_013358625.1_SCU_Mint_v3_cds_from_genomic.fna.gz
GCF_001683475.1	Chenopodium quinoa	63459	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/475/GCF_001683475.1_ASM168347v1/GCF_001683475.1_ASM168347v1_cds_from_genomic.fna.gz
GCF_002303985.1	Durio zibethinus	66656	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/303/985/GCF_002303985.1_Duzib1.0/GCF_002303985.1_Duzib1.0_cds_from_genomic.fna.gz
GCF_000214015.3	Ostreococcus tauri	70448	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/015/GCF_000214015.3_version_140606/GCF_000214015.3_version 140606_cds_from_genomic.fna.gz
GCF_016545825.1	Eucalyptus grandis	71139	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/545/825/GCF_016545825.1_ASM1654582v1/GCF_016545825.1_ASM1654582v1_cds_from_genomic.fna.gz
GCF_000478725.1	Eutrema salsugineum	72664	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/725/GCF_000478725.1_Eutsalg1_0/GCF_000478725.1_Eutsalg1_0_cds_from_genomic.fna.gz
GCF_010389155.1	Erigeron canadensis	72917	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/389/155/GCF_010389155.1_C_canadensis_v1/GCF_010389155.1_C_canadensis_v1_cds_from_genomic.fna.gz
GCF_002994745.2	Rosa chinensis	74649	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/994/745/GCF_002994745.2_RchiOBHm-V2/GCF_002994745.2_RchiOBHm-V2_cds_from_genomic.fna.gz
GCF_000495115.1	Populus euphratica	75702	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/115/GCF_000495115.1_PopEup_1.0/GCF_000495115.1_PopEup_1.0_cds_from_genomic.fna.gz
GCF_001263595.1	Phalaenopsis equestris	78828	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/595/GCF_001263595.1_ASM126359v1/GCF_001263595.1_ASM126359v1_cds_from_genomic.fna.gz
GCF_001625215.1	Daucus carota subsp. sativus	4039	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.1_ASM162521v1/GCF_001625215.1_ASM162521v1_cds_from_genomic.fna.gz
GCF_000004255.2	Arabidopsis lyrata subsp. lyrata	59689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/255/GCF_000004255.2_v.1.0/GCF_000004255.2_v.1.0_cds_from_genomic.fna.gz
GCF_000375325.1	Capsella rubella	81985	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/375/325/GCF_000375325.1_Caprub1_0/GCF_000375325.1_Caprub1_0_cds_from_genomic.fna.gz
GCF_000493195.1	Citrus clementina	85681	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/195/GCF_000493195.1_Citrus_clementina_v1.0/GCF_000493195.1_Citrus_clementina_v1.0_cds_from_genomic.fna.gz
GCF_002162155.1	Triticum dicoccoides	85692	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/155/GCF_002162155.1_WEW_v2.0/GCF_002162155.1_WEW_v2.0_cds_from_genomic.fna.gz
GCF_000143415.4	Selaginella moellendorffii	88036	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/415/GCF_000143415.4_v1.0/GCF_000143415.4_v1.0_cds_from_genomic.fna.gz
GCF_000633955.1	Camelina sativa	90675	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/633/955/GCF_000633955.1_Cs/GCF_000633955.1_Cs_cds_from_genomic.fna.gz
GCF_018446385.1	Zingiber officinale	94328	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/446/385/GCF_018446385.1_Zo_v1.1/GCF_018446385.1_Zo_v1.1_cds_from_genomic.fna.gz
GCF_004353265.1	Vitis riparia	96939	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/353/265/GCF_004353265.1_EGFV_Vit.rip_1.0/GCF_004353265.1_EGFV_Vit.rip_1.0_cds_from_genomic.fna.gz
GCF_001633185.2	Quercus lobata	97700	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/185/GCF_001633185.2_ValleyOak3.2/GCF_001633185.2_ValleyOak3.2_cds_from_genomic.fna.gz
GCF_000184155.1	Fragaria vesca subsp. vesca	57918	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/155/GCF_000184155.1_FraVesHawaii_1.0/GCF_000184155.1_FraVesHawaii_1.0_cds_from_genomic.fna.gz
GCF_000346735.1	Prunus mume	102107	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/735/GCF_000346735.1_P.mume_V1.0/GCF_000346735.1_P.mume_V1.0_cds_from_genomic.fna.gz
GCF_009727055.1	Benincasa hispida	102211	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/727/055/GCF_009727055.1_ASM972705v1/GCF_009727055.1_ASM972705v1_cds_from_genomic.fna.gz
GCF_006381635.1	Hibiscus syriacus	106335	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/381/635/GCF_006381635.1_ASM638163v2/GCF_006381635.1_ASM638163v2_cds_from_genomic.fna.gz
GCF_002168275.1	Herrania umbratica	108875	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/168/275/GCF_002168275.1_ASM216827v2/GCF_002168275.1_ASM216827v2_cds_from_genomic.fna.gz
GCF_000695525.1	Brassica oleracea var. oleracea	3712	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/525/GCF_000695525.1_BOL/GCF_000695525.1_BOL_cds_from_genomic.fna.gz
