#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.			/#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.__cds_from_genomic.fna.gz
# assembly_accession	organism_name	species_taxid	ftp_path/# assembly_accession_asm_name_cds_from_genomic.fna.gz
GCF_002104995.1	Linderina pennispora	61395	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/995/GCF_002104995.1_Linpe1/GCF_002104995.1_Linpe1_cds_from_genomic.fna.gz
GCF_009193585.1	Aspergillus caelatus	61420	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/193/585/GCF_009193585.1_Aspcae1/GCF_009193585.1_Aspcae1_cds_from_genomic.fna.gz
GCF_002105155.1	Lobosporangium transversale	64571	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/155/GCF_002105155.1_Lobtra1/GCF_002105155.1_Lobtra1_cds_from_genomic.fna.gz
GCF_011692745.1	Arthroderma uncinatum	74035	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/692/745/GCF_011692745.1_ASM1169274v1/GCF_011692745.1_ASM1169274v1_cds_from_genomic.fna.gz
GCF_018404265.1	Aspergillus viridinutans	75553	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/404/265/GCF_018404265.1_Aspvir_assembly01/GCF_018404265.1_Aspvir_assembly01_cds_from_genomic.fna.gz
GCF_003290485.1	Malassezia restricta	76775	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/485/GCF_003290485.1_ASM329048v1/GCF_003290485.1_ASM329048v1_cds_from_genomic.fna.gz
GCF_001278385.1	Malassezia pachydermatis	77020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/385/GCF_001278385.1_MalaPachy/GCF_001278385.1_MalaPachy_cds_from_genomic.fna.gz
GCF_014595645.1	Diaporthe citri	83186	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/595/645/GCF_014595645.1_ASM1459564v1/GCF_014595645.1_ASM1459564v1_cds_from_genomic.fna.gz
GCF_019650295.1	Cercospora kikuchii	84275	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/650/295/GCF_019650295.1_Ck_assembly01/GCF_019650295.1_Ck_assembly01_cds_from_genomic.fna.gz
GCF_000747765.1	Moesziomyces antarcticus	84753	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/765/GCF_000747765.1_ASM74776v1/GCF_000747765.1_ASM74776v1_cds_from_genomic.fna.gz
GCF_014898465.1	Botrytis porri	87229	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/898/465/GCF_014898465.1_ASM1489846v1/GCF_014898465.1_ASM1489846v1_cds_from_genomic.fna.gz
GCF_001078395.1	Aspergillus udagawae	91492	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/395/GCF_001078395.1_Aud_assembly02/GCF_001078395.1_Aud_assembly02_cds_from_genomic.fna.gz
GCF_000836115.1	Exophiala spinifera	91928	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/115/GCF_000836115.1_Exop_spin_CBS89968_V1/GCF_000836115.1_Exop_spin_CBS89968_V1_cds_from_genomic.fna.gz
GCF_001625195.1	Drechmeria coniospora	98403	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/195/GCF_001625195.1_ASM162519v1/GCF_001625195.1_ASM162519v1_cds_from_genomic.fna.gz
GCF_003942205.1	Apiotrichum porosum	105984	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/205/GCF_003942205.1_ASM394220v1/GCF_003942205.1_ASM394220v1_cds_from_genomic.fna.gz
GCF_001792695.1	Aspergillus bombycis	109264	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/695/GCF_001792695.1_ASM179269v1/GCF_001792695.1_ASM179269v1_cds_from_genomic.fna.gz
GCF_020360975.1	Hirsutella rhossiliensis	111463	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/360/975/GCF_020360975.1_ASM2036097v1/GCF_020360975.1_ASM2036097v1_cds_from_genomic.fna.gz
GCF_014066305.1	Letharia columbiana	112416	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/066/305/GCF_014066305.1_Lecol_v1.0/GCF_014066305.1_Lecol_v1.0_cds_from_genomic.fna.gz
GCF_900074925.1	Ramularia collo-cygni	112498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/074/925/GCF_900074925.1_version_1/GCF_900074925.1_version 1_cds_from_genomic.fna.gz
GCF_016647745.1	Suillus plorans	116603	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/647/745/GCF_016647745.1_Suiplo1/GCF_016647745.1_Suiplo1_cds_from_genomic.fna.gz
GCF_907166805.1	Alternaria atra	119953	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/166/805/GCF_907166805.1_ALTATR162/GCF_907166805.1_ALTATR162_cds_from_genomic.fna.gz
GCF_900519145.1	Ustilago hordei	120017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/519/145/GCF_900519145.1_Uho2_v1/GCF_900519145.1_Uho2_v1_cds_from_genomic.fna.gz
GCF_013368755.1	Talaromyces rugulosus	121627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/368/755/GCF_013368755.1_ASM1336875v1/GCF_013368755.1_ASM1336875v1_cds_from_genomic.fna.gz
GCF_002742065.1	Cercospora beticola	122368	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/065/GCF_002742065.1_CB0940_V2/GCF_002742065.1_CB0940_V2_cds_from_genomic.fna.gz
GCF_009193445.1	Aspergillus pseudotamarii	132259	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/193/445/GCF_009193445.1_Asppset1/GCF_009193445.1_Asppset1_cds_from_genomic.fna.gz
GCF_016097325.1	Aspergillus melleus	138277	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/097/325/GCF_016097325.1_ASM1609732v1/GCF_016097325.1_ASM1609732v1_cds_from_genomic.fna.gz
GCF_014898295.1	Botrytis byssoidea	139641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/898/295/GCF_014898295.1_ASM1489829v1/GCF_014898295.1_ASM1489829v1_cds_from_genomic.fna.gz
GCF_003851025.1	Sparassis crispa	139825	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/025/GCF_003851025.1_SCP_1.1/GCF_003851025.1_SCP_1.1_cds_from_genomic.fna.gz
GCF_004355905.1	Pyricularia grisea	148305	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/905/GCF_004355905.1_ASM435590v1/GCF_004355905.1_ASM435590v1_cds_from_genomic.fna.gz
GCF_001500285.1	Mollisia scopiformis	149040	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/285/GCF_001500285.1_Phisc1/GCF_001500285.1_Phisc1_cds_from_genomic.fna.gz
GCF_020726525.1	Truncatella angustata	152316	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/726/525/GCF_020726525.1_Truan1/GCF_020726525.1_Truan1_cds_from_genomic.fna.gz
GCF_004154835.1	Alternaria arborescens	156630	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/835/GCF_004154835.1_ASM415483v1/GCF_004154835.1_ASM415483v1_cds_from_genomic.fna.gz
GCF_020744495.1	Fusarium solani	169388	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/744/495/GCF_020744495.1_Fusso1/GCF_020744495.1_Fusso1_cds_from_genomic.fna.gz
GCF_018924745.1	Marasmius oreades	181124	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/924/745/GCF_018924745.1_UU_Maror_2/GCF_018924745.1_UU_Maror_2_cds_from_genomic.fna.gz
GCF_016861735.1	Aspergillus chevalieri	182096	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/735/GCF_016861735.1_AchevalieriM1_assembly01/GCF_016861735.1_AchevalieriM1_assembly01_cds_from_genomic.fna.gz
GCF_900044065.1	Fusarium mangiferae	192010	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/044/065/GCF_900044065.1_Genome_assembly_version_1/GCF_900044065.1_Genome assembly version 1_cds_from_genomic.fna.gz
GCF_009176365.1	Aspergillus alliaceus	209559	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/365/GCF_009176365.1_Aspalli1/GCF_009176365.1_Aspalli1_cds_from_genomic.fna.gz
GCF_000836275.1	Exophiala mesophila	212818	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/275/GCF_000836275.1_Exop_meso_CBS40295_V1/GCF_000836275.1_Exop_meso_CBS40295_V1_cds_from_genomic.fna.gz
GCF_000091045.1	Cryptococcus neoformans var. neoformans JEC21	5207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/045/GCF_000091045.1_ASM9104v1/GCF_000091045.1_ASM9104v1_cds_from_genomic.fna.gz
GCF_000835515.1	Exophiala oligosperma	215243	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/515/GCF_000835515.1_Exop_olig_CBS72588_V1/GCF_000835515.1_Exop_olig_CBS72588_V1_cds_from_genomic.fna.gz
GCF_003144295.1	Acaromyces ingoldii	215250	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/144/295/GCF_003144295.1_Acain1/GCF_003144295.1_Acain1_cds_from_genomic.fna.gz
GCF_000151335.2	Coccidioides posadasii C735 delta SOWgp	199306	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/335/GCF_000151335.2_JCVI-cpa1-1.0/GCF_000151335.2_JCVI-cpa1-1.0_cds_from_genomic.fna.gz
GCF_000149205.2	Aspergillus nidulans FGSC A4	162425	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/205/GCF_000149205.2_ASM14920v2/GCF_000149205.2_ASM14920v2_cds_from_genomic.fna.gz
GCF_000240135.3	Fusarium graminearum PH-1	5518	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3/GCF_000240135.3_ASM24013v3_cds_from_genomic.fna.gz
GCF_003316985.1	Fusarium coffeatum	231269	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/316/985/GCF_003316985.1_ASM331698v1/GCF_003316985.1_ASM331698v1_cds_from_genomic.fna.gz
GCF_000149245.1	Cryptococcus neoformans var. grubii H99	5207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/245/GCF_000149245.1_CNA3/GCF_000149245.1_CNA3_cds_from_genomic.fna.gz
GCF_001883845.1	Diplodia corticola	236234	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/883/845/GCF_001883845.1_ASM188384v1/GCF_001883845.1_ASM188384v1_cds_from_genomic.fna.gz
GCF_000182965.3	Candida albicans SC5314	5476	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/965/GCF_000182965.3_ASM18296v3/GCF_000182965.3_ASM18296v3_cds_from_genomic.fna.gz
GCF_000328475.2	Ustilago maydis 521	5270	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/475/GCF_000328475.2_Umaydis521_2.0/GCF_000328475.2_Umaydis521_2.0_cds_from_genomic.fna.gz
GCF_000182895.1	Coprinopsis cinerea okayama7#130	5346	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/895/GCF_000182895.1_CC3/GCF_000182895.1_CC3_cds_from_genomic.fna.gz
GCF_000002495.2	Pyricularia oryzae 70-15	318829	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/495/GCF_000002495.2_MG8/GCF_000002495.2_MG8_cds_from_genomic.fna.gz
GCF_010093505.1	Neohortaea acidophila	245834	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/505/GCF_010093505.1_Horac1/GCF_010093505.1_Horac1_cds_from_genomic.fna.gz
GCF_000149335.2	Coccidioides immitis RS	5501	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/335/GCF_000149335.2_ASM14933v2/GCF_000149335.2_ASM14933v2_cds_from_genomic.fna.gz
GCF_000836295.1	Verruconis gallopava	253628	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/295/GCF_000836295.1_O_gall_CBS43764/GCF_000836295.1_O_gall_CBS43764_cds_from_genomic.fna.gz
GCF_001642475.1	Fonsecaea monophora	254056	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/475/GCF_001642475.1_ASM164247v1/GCF_001642475.1_ASM164247v1_cds_from_genomic.fna.gz
GCF_004022145.1	Paecilomyces variotii	264951	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/022/145/GCF_004022145.1_Paevar1/GCF_004022145.1_Paevar1_cds_from_genomic.fna.gz
GCF_005498985.1	Sporisorium graminicola	280036	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/498/985/GCF_005498985.1_PGRAM_IIB_1.0/GCF_005498985.1_PGRAM_IIB_1.0_cds_from_genomic.fna.gz
GCF_000149385.1	Cryptococcus neoformans var. neoformans B-3501A	5207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/385/GCF_000149385.1_ASM14938v1/GCF_000149385.1_ASM14938v1_cds_from_genomic.fna.gz
GCF_000002525.2	Yarrowia lipolytica CLIB122	4952	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/525/GCF_000002525.2_ASM252v1/GCF_000002525.2_ASM252v1_cds_from_genomic.fna.gz
GCF_000006445.2	Debaryomyces hansenii CBS767	4959	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/445/GCF_000006445.2_ASM644v2/GCF_000006445.2_ASM644v2_cds_from_genomic.fna.gz
GCF_000091025.4	Eremothecium gossypii ATCC 10895	33169	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/025/GCF_000091025.4_ASM9102v4/GCF_000091025.4_ASM9102v4_cds_from_genomic.fna.gz
GCF_000091225.1	Encephalitozoon cuniculi GB-M1	6035	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/225/GCF_000091225.1_ASM9122v1/GCF_000091225.1_ASM9122v1_cds_from_genomic.fna.gz
GCF_010724455.1	Aspergillus lentulus	293939	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/724/455/GCF_010724455.1_ASM1072445v1/GCF_010724455.1_ASM1072445v1_cds_from_genomic.fna.gz
GCF_000149425.1	Meyerozyma guilliermondii ATCC 6260	4929	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/425/GCF_000149425.1_ASM14942v1/GCF_000149425.1_ASM14942v1_cds_from_genomic.fna.gz
GCF_000006335.3	Candida tropicalis MYA-3404	5482	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/335/GCF_000006335.3_ASM633v3/GCF_000006335.3_ASM633v3_cds_from_genomic.fna.gz
GCF_010093625.1	Macroventuria anomochaeta	301207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/625/GCF_010093625.1_Macan1/GCF_010093625.1_Macan1_cds_from_genomic.fna.gz
GCF_000143365.1	Chaetomium globosum CBS 148.51	38033	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/365/GCF_000143365.1_ASM14336v1/GCF_000143365.1_ASM14336v1_cds_from_genomic.fna.gz
GCF_000003835.1	Clavispora lusitaniae ATCC 42720	36911	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/835/GCF_000003835.1_ASM383v1/GCF_000003835.1_ASM383v1_cds_from_genomic.fna.gz
GCF_010094085.1	Westerdykella ornata	318751	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/094/085/GCF_010094085.1_Wesor1/GCF_010094085.1_Wesor1_cds_from_genomic.fna.gz
GCF_000146915.1	Parastagonospora nodorum SN15	13684	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/915/GCF_000146915.1_ASM14691v2/GCF_000146915.1_ASM14691v2_cds_from_genomic.fna.gz
GCF_000209165.1	Scheffersomyces stipitis CBS 6054	4924	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/165/GCF_000209165.1_ASM20916v1/GCF_000209165.1_ASM20916v1_cds_from_genomic.fna.gz
GCF_008694065.1	Daldinia childiae	326645	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/694/065/GCF_008694065.1_Dalch_JS-1345/GCF_008694065.1_Dalch_JS-1345_cds_from_genomic.fna.gz
GCF_000002655.1	Aspergillus fumigatus Af293	746128	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/655/GCF_000002655.1_ASM265v1/GCF_000002655.1_ASM265v1_cds_from_genomic.fna.gz
